관리번호,발전소명(공단),호기,용량(MW),소재지
83,정암,6,2.3,강원특별자치도 정선군 고한읍 고한리 산 216-37
83,정암,7,2.3,강원특별자치도 정선군 고한읍 고한리 산 216-37
83,정암,8,2.3,강원특별자치도 정선군 고한읍 고한리 산 216-37
83,정암,9,2.3,강원특별자치도 정선군 고한읍 고한리 산 216-37
83,정암,10,2.3,강원특별자치도 정선군 고한읍 고한리 산 216-37
83,정암,11,2.3,강원특별자치도 정선군 고한읍 고한리 산 216-37
83,정암,12,2.3,강원특별자치도 정선군 고한읍 고한리 산 216-37
83,정암,13,2.3,강원특별자치도 정선군 고한읍 고한리 산 216-37
83,정암,14,2.3,강원특별자치도 정선군 고한읍 고한리 산 216-37
84,노동,-,2.3,강원특별자치도 평창군 용평면 노동리 산1-5
85,하장4,1,2.3,강원특별자치도 삼척시 하장면 판문길 717-10
86,영광육상,12,2.3,전남 영광군 염산면 송암리 68-16
86,영광육상,16,2.3,전남 영광군 염산면 송암리 68-16
86,영광육상,17,2.3,전남 영광군 염산면 송암리 68-16
86,영광육상,18,2.3,전남 영광군 염산면 송암리 68-16
86,영광육상,19,2.3,전남 영광군 염산면 송암리 68-16
86,영광육상,20,2.3,전남 영광군 염산면 송암리 68-16
86,영광육상,21,2.3,전남 영광군 염산면 송암리 68-16
86,영광육상,22,2.3,전남 영광군 염산면 송암리 68-16
86,영광육상,23,2.3,전남 영광군 염산면 송암리 68-16
86,영광육상,24,2.3,전남 영광군 염산면 송암리 68-16
86,영광육상,25,2.3,전남 영광군 염산면 송암리 68-16
86,영광육상,26,2.3,전남 영광군 염산면 송암리 68-16
86,영광육상,27,2.3,전남 영광군 염산면 송암리 68-16
86,영광육상,28,2.3,전남 영광군 염산면 송암리 68-16
86,영광육상,29,2.3,전남 영광군 염산면 송암리 68-16
86,영광육상,30,2.3,전남 영광군 염산면 송암리 68-16
86,영광육상,31,2.3,전남 영광군 염산면 송암리 68-16
86,영광육상,33,2,전남 영광군 염산면 송암리 68-16
86,영광육상,34,2,전남 영광군 염산면 송암리 68-16
86,영광육상,35,2,전남 영광군 염산면 송암리 68-16
87,울진 현종산,1,3.6,경북 울진군 매화면 신흥리 산 50-6
87,울진 현종산,2,3.6,경북 울진군 매화면 신흥리 산 50-6
87,울진 현종산,3,3.6,경북 울진군 매화면 신흥리 산 50-6
87,울진 현종산,4,3.6,경북 울진군 매화면 신흥리 산 50-6
87,울진 현종산,5,3.6,경북 울진군 매화면 신흥리 산 50-6
87,울진 현종산,6,3.6,경북 울진군 매화면 신흥리 산 50-6
87,울진 현종산,7,3.6,경북 울진군 매화면 신흥리 산 50-6
87,울진 현종산,8,3.6,경북 울진군 매화면 신흥리 산 50-6
87,울진 현종산,9,3.6,경북 울진군 매화면 신흥리 산 50-6
87,울진 현종산,10,3.6,경북 울진군 매화면 신흥리 산 50-6
87,울진 현종산,11,3.6,경북 울진군 매화면 신흥리 산 50-6
87,울진 현종산,12,3.6,경북 울진군 매화면 신흥리 산 50-6
87,울진 현종산,13,3.6,경북 울진군 매화면 신흥리 산 50-6
87,울진 현종산,14,3.6,경북 울진군 매화면 신흥리 산 50-6
87,울진 현종산,15,3,경북 울진군 매화면 신흥리 산 50-6
88,완도 신지,1,3.465,전남 완도군 신지면 월양리 산 44-6
88,완도 신지,2,3.465,전남 완도군 신지면 월양리 산 44-6
88,완도 신지,3,3.465,전남 완도군 신지면 월양리 산 44-6
88,완도 신지,4,3.465,전남 완도군 신지면 월양리 산 44-6
88,완도 신지,5,3.465,전남 완도군 신지면 월양리 산 44-6
89,제주수망,1,3.6,제주특별자치도 서귀포시 남원읍 수망리 산 182
89,제주수망,2,3.6,제주특별자치도 서귀포시 남원읍 수망리 산 182
89,제주수망,3,3.6,제주특별자치도 서귀포시 남원읍 수망리 산 182
89,제주수망,4,3.6,제주특별자치도 서귀포시 남원읍 수망리 산 182
89,제주수망,5,3.6,제주특별자치도 서귀포시 남원읍 수망리 산 182
89,제주수망,6,3.6,제주특별자치도 서귀포시 남원읍 수망리 산 182
89,제주수망,7,3.6,제주특별자치도 서귀포시 남원읍 수망리 산 182
90,영양양구,1,3.45,"경북 영양군 석보면 홍계길
449-65(기존동일(도로명)"
90,영양양구,2,3.45,"경북 영양군 석보면 홍계길
449-65(기존동일(도로명)"
90,영양양구,3,3.45,"경북 영양군 석보면 홍계길
449-65(기존동일(도로명)"
90,영양양구,4,3.45,"경북 영양군 석보면 홍계길
449-65(기존동일(도로명)"
90,영양양구,5,3.45,"경북 영양군 석보면 홍계길
449-65(기존동일(도로명)"
90,영양양구,6,3.45,"경북 영양군 석보면 홍계길
449-65(기존동일(도로명)"
90,영양양구,7,3.45,"경북 영양군 석보면 홍계길
449-65(기존동일(도로명)"
90,영양양구,8,3.45,"경북 영양군 석보면 홍계길
449-65(기존동일(도로명)"
90,영양양구,9,3.45,"경북 영양군 석보면 홍계길
449-65(기존동일(도로명)"
90,영양양구,10,3.45,"경북 영양군 석보면 홍계길
449-65(기존동일(도로명)"
90,영양양구,11,3.45,"경북 영양군 석보면 홍계길
449-65(기존동일(도로명)"
90,영양양구,12,3.45,"경북 영양군 석보면 홍계길
449-65(기존동일(도로명)"
90,영양양구,13,3.45,"경북 영양군 석보면 홍계길
449-65(기존동일(도로명)"
90,영양양구,14,3.45,"경북 영양군 석보면 홍계길
449-65(기존동일(도로명)"
90,영양양구,15,3.45,"경북 영양군 석보면 홍계길
449-65(기존동일(도로명)"
90,영양양구,16,3.45,"경북 영양군 석보면 홍계길
449-65(기존동일(도로명)"
90,영양양구,17,3.45,"경북 영양군 석보면 홍계길
449-65(기존동일(도로명)"
90,영양양구,18,3.45,"경북 영양군 석보면 홍계길
449-65(기존동일(도로명)"
90,영양양구,19,3.45,"경북 영양군 석보면 홍계길
449-65(기존동일(도로명)"
90,영양양구,20,3.45,"경북 영양군 석보면 홍계길
449-65(기존동일(도로명)"
90,영양양구,21,3.45,"경북 영양군 석보면 홍계길
449-65(기존동일(도로명)"
90,영양양구,22,3.45,"경북 영양군 석보면 홍계길
449-65(기존동일(도로명)"
91,청송노래산,1,3.2,경상북도 청송군 안덕면 새노래길 382
91,청송노래산,2,3.2,경상북도 청송군 안덕면 새노래길 382
91,청송노래산,3,3.2,경상북도 청송군 안덕면 새노래길 382
91,청송노래산,4,3.2,경상북도 청송군 안덕면 새노래길 382
91,청송노래산,5,3.2,경상북도 청송군 안덕면 새노래길 382
91,청송노래산,6,3.2,경상북도 청송군 안덕면 새노래길 382
92,태백 귀네미,1,1.65,강원특별자치도 태백시 하사미동 산 37-1
92,태백 귀네미,2,1.65,강원특별자치도 태백시 하사미동 산 37-1
92,태백 귀네미,3,1.65,강원특별자치도 태백시 하사미동 산 37-1
92,태백 귀네미,4,1.65,강원특별자치도 태백시 하사미동 산 37-1
92,태백 귀네미,5,1.65,강원특별자치도 태백시 하사미동 산 37-1
92,태백 귀네미,6,1.65,강원특별자치도 태백시 하사미동 산 37-1
92,태백 귀네미,7,1.65,강원특별자치도 태백시 하사미동 산 37-1
92,태백 귀네미,8,1.65,강원특별자치도 태백시 하사미동 산 37-1
92,태백 귀네미,9,1.65,강원특별자치도 태백시 하사미동 산 37-1
92,태백 귀네미,10,1.65,강원특별자치도 태백시 하사미동 산 37-1
92,태백 귀네미,11,1.65,강원특별자치도 태백시 하사미동 산 37-1
92,태백 귀네미,12,1.65,강원특별자치도 태백시 하사미동 산 37-1
93,군위화산,1,1.65,대구 군위군 삼국유사면 화북리 1254-4
93,군위화산,2,1.65,대구 군위군 삼국유사면 화북리 1254-4
93,군위화산,3,1.65,대구 군위군 삼국유사면 화북리 1254-4
93,군위화산,6,1.65,대구 군위군 삼국유사면 화북리 1254-4
93,군위화산,7,1.65,대구 군위군 삼국유사면 화북리 1254-4
93,군위화산,8,1.65,대구 군위군 삼국유사면 화북리 1254-4
93,군위화산,9,1.65,대구 군위군 삼국유사면 화북리 1254-4
94,북촌서모,-,3,제주특별자치도 제주시 조천읍 북촌리 산 63-5
95,태백가덕산,1,3.6,강원특별자치도 태백시 역둔원동로 1149
95,태백가덕산,2,3.6,강원특별자치도 태백시 역둔원동로 1149
95,태백가덕산,3,3.6,강원특별자치도 태백시 역둔원동로 1149
95,태백가덕산,4,3.6,강원특별자치도 태백시 역둔원동로 1149
95,태백가덕산,5,3.6,강원특별자치도 태백시 역둔원동로 1149
95,태백가덕산,6,3.6,강원특별자치도 태백시 역둔원동로 1149
95,태백가덕산,7,3.6,강원특별자치도 태백시 역둔원동로 1149
95,태백가덕산,8,3.6,강원특별자치도 태백시 역둔원동로 1149
95,태백가덕산,9,3.6,강원특별자치도 태백시 역둔원동로 1149
95,태백가덕산,10,3.6,강원특별자치도 태백시 역둔원동로 1149
95,태백가덕산,11,3.6,강원특별자치도 태백시 역둔원동로 1149
95,태백가덕산,12,3.6,강원특별자치도 태백시 역둔원동로 1149
96,태백삼수,1,4.5,강원특별자치도 태백시 백두대간로 789-3
96,태백삼수,2,4.5,강원특별자치도 태백시 백두대간로 789-3
96,태백삼수,3,4.5,강원특별자치도 태백시 백두대간로 789-3
96,태백삼수,4,4.5,강원특별자치도 태백시 백두대간로 789-3
96,태백삼수,5,4.5,강원특별자치도 태백시 백두대간로 789-3
97,평창청산,1,3.6,강원특별자치도 평창군 봉평면 진조리 산 80-5
97,평창청산,2,3.6,강원특별자치도 평창군 봉평면 진조리 산 80-5
97,평창청산,3,3.6,강원특별자치도 평창군 봉평면 진조리 산 80-5
97,평창청산,4,3.6,강원특별자치도 평창군 봉평면 진조리 산 80-5
97,평창청산,5,3.6,강원특별자치도 평창군 봉평면 진조리 산 80-5
97,평창청산,6,3.6,강원특별자치도 평창군 봉평면 진조리 산 80-5
98,장흥,1,3,전남 장흥군 유치면 송정리 산 3-7
98,장흥,2,3,전남 장흥군 유치면 송정리 산 3-7
98,장흥,3,3,전남 장흥군 유치면 송정리 산 3-7
98,장흥,4,3,전남 장흥군 유치면 송정리 산 3-7
98,장흥,5,3,전남 장흥군 유치면 송정리 산 3-7
98,장흥,6,3,전남 장흥군 유치면 송정리 산 3-7
99,태백금봉,1,4,강원특별자치도 태백시 황지동 287-75
99,태백금봉,2,4,강원특별자치도 태백시 황지동 287-75
99,태백금봉,3,4,강원특별자치도 태백시 황지동 287-75
99,태백금봉,4,4,강원특별자치도 태백시 황지동 287-75
99,태백금봉,5,4,강원특별자치도 태백시 황지동 287-75
99,태백금봉,6,4,강원특별자치도 태백시 황지동 287-75
99,태백금봉,7,4,강원특별자치도 태백시 황지동 287-75
100,양산원동,1,4.7,경남 양산시 원동면 영포리 산21-3(늘밭로방향)
100,양산원동,2,4.7,경남 양산시 원동면 영포리 산21-3(늘밭로방향)
100,양산원동,3,4.7,경남 양산시 원동면 영포리 산21-3(늘밭로방향)
100,양산원동,4,4.7,경남 양산시 원동면 영포리 산21-3(늘밭로방향)
100,양산원동,5,4.7,경남 양산시 원동면 영포리 산21-3(늘밭로방향)
100,양산원동,6,4.7,경남 양산시 원동면 영포리 산21-3(늘밭로방향)
100,양산원동,7,4.7,경남 양산시 원동면 영포리 산21-3(늘밭로방향)
100,양산원동,8,4.7,경남 양산시 원동면 영포리 산21-3(늘밭로방향)
101,신흥무안운남,1,5,전남 무안군 운남면 내리 607-9
101,신흥무안운남,2,5,전남 무안군 운남면 내리 607-9
101,신흥무안운남,3,5,전남 무안군 운남면 내리 607-9
101,신흥무안운남,4,5,전남 무안군 운남면 내리 607-9
102,태백원동,1,4.2,강원특별자치도 태백시 원동 산 13-7
102,태백원동,2,4.2,강원특별자치도 태백시 원동 산 13-7
102,태백원동,3,4.2,강원특별자치도 태백시 원동 산 13-7
102,태백원동,4,4.2,강원특별자치도 태백시 원동 산 13-7
102,태백원동,5,4.2,강원특별자치도 태백시 원동 산 13-7
103,영양제2풍력발전,1,4.2,경상북도 영양군 석보면 삼의리 산 54-3
103,영양제2풍력발전,2,4.2,경상북도 영양군 석보면 삼의리 산 54-3
103,영양제2풍력발전,3,4.2,경상북도 영양군 석보면 삼의리 산 54-3
103,영양제2풍력발전,4,4.2,경상북도 영양군 석보면 삼의리 산 54-3
103,영양제2풍력발전,5,4.2,경상북도 영양군 석보면 삼의리 산 54-3
103,영양제2풍력발전,6,4.2,경상북도 영양군 석보면 삼의리 산 54-3
103,영양제2풍력발전,7,4.2,경상북도 영양군 석보면 삼의리 산 54-3
103,영양제2풍력발전,8,4.2,경상북도 영양군 석보면 삼의리 산 54-3
103,영양제2풍력발전,9,4.2,경상북도 영양군 석보면 삼의리 산 54-3
103,영양제2풍력발전,10,4.2,경상북도 영양군 석보면 삼의리 산 54-3
104,구래주민,1,4.2,강원도 영월군 상동읍 구래리 산1-35번지
105,경주호림,-,4.2,경상북도 경주시 강동면 강동산단로 43-3
106,금성산,1,4.7,전라남도 화순군 가동리 306
106,금성산,2,4.7,전라남도 화순군 가동리 306
106,금성산,3,4.7,전라남도 화순군 가동리 306
106,금성산,4,4.7,전라남도 화순군 가동리 306
106,금성산,5,4.7,전라남도 화순군 가동리 306
106,금성산,6,4.7,전라남도 화순군 가동리 306
106,금성산,7,4.7,전라남도 화순군 가동리 306
106,금성산,8,4.7,전라남도 화순군 가동리 306
106,금성산,9,4.7,전라남도 화순군 가동리 306
106,금성산,10,4.7,전라남도 화순군 가동리 306
107,영월에코윈드,2,4.2,강원도 영월군 상동읍 구래리 산1-35번지 일원
107,영월에코윈드,3,4.2,강원도 영월군 상동읍 구래리 산1-35번지 일원
107,영월에코윈드,4,4.2,강원도 영월군 상동읍 구래리 산1-35번지 일원
107,영월에코윈드,5,4.2,강원도 영월군 상동읍 구래리 산1-35번지 일원
107,영월에코윈드,6,4.2,강원도 영월군 상동읍 구래리 산1-35번지 일원
107,영월에코윈드,7,4.2,강원도 영월군 상동읍 구래리 산1-35번지 일원
107,영월에코윈드,8,4.2,강원도 영월군 상동읍 구래리 산1-35번지 일원
107,영월에코윈드,9,4.2,강원도 영월군 상동읍 구래리 산1-35번지 일원
107,영월에코윈드,10,4.2,강원도 영월군 상동읍 구래리 산1-35번지 일원
107,영월에코윈드,11,4.2,강원도 영월군 상동읍 구래리 산1-35번지 일원
108,월천,2,4.2,강원 양양군 현남면 상월천리 276-1
109,어음,1,4.2,제주시 애월읍 어림비로 700
109,어음,2,4.2,제주시 애월읍 어림비로 700
109,어음,3,4.2,제주시 애월읍 어림비로 700
109,어음,4,4.2,제주시 애월읍 어림비로 700
109,어음,5,4.2,제주시 애월읍 어림비로 700
110,양양 만월산,3,4.2,강원 양양군 현남면 상월천리 276-2
110,양양 만월산,4,4.2,강원 양양군 현남면 상월천리 276-3
110,양양 만월산,5,4.2,강원 양양군 현남면 상월천리 276-4
110,양양 만월산,6,4.2,강원 양양군 현남면 상월천리 276-5
110,양양 만월산,7,4.2,강원 양양군 현남면 상월천리 276-6
110,양양 만월산,8,4.2,강원 양양군 현남면 상월천리 276-7
110,양양 만월산,9,4.2,강원 양양군 현남면 상월천리 276-8
110,양양 만월산,10,4.2,강원 양양군 현남면 상월천리 276-9
110,양양 만월산,11,4.2,강원 양양군 현남면 상월천리 276-10
110,양양 만월산,12,4.2,강원 양양군 현남면 상월천리 276-11
111,자은주민바람,1,4.2,전남 신안군 자은면 고장리 산 266-11
111,자은주민바람,2,4.2,전남 신안군 자은면 고장리 산 266-21
111,자은주민바람,3,4.2,전남 신안군 자은면 고장리 1391-37
111,자은주민바람,4,4.2,전남 신안군 자은면 고장리 1383
111,자은주민바람,5,4.2,전남 신안군 자은면 고장리 산 262-1
111,자은주민바람,6,4.2,전남 신안군 자은면 백산리 1085
111,자은주민바람,7,4.2,전남 신안군 자은면 고장리 산 265-28
112,영덕해맞이풍력발전㈜,1,4.3,경북 영덕군 강구면 하저리 산103
112,영덕해맞이풍력발전㈜,2,4.3,경북 영덕군 강구면 하저리 산102
112,영덕해맞이풍력발전㈜,3,4.3,경북 영덕군 강구면 하저리 산101
112,영덕해맞이풍력발전㈜,4,4.3,경북 영덕군 영덕읍 삼계리 산40-1
112,영덕해맞이풍력발전㈜,5,4.3,경북 영덕군 영덕읍 삼계리 산40-1
112,영덕해맞이풍력발전㈜,6,4.3,경북 영덕군 영덕읍 삼계리 산38-1
112,영덕해맞이풍력발전㈜,7,4.3,"경북 영덕군 영덕읍 삼계리 산38, 산25"
112,영덕해맞이풍력발전㈜,8,4.3,"경북 영덕군 영덕읍 삼계리 산38, 산25"
113,봉화 오미산,1,4.3,경북 봉화군 봉화읍 석포리 산1-2
113,봉화 오미산,2,4.3,경북 봉화군 봉화읍 석포리 산1-2
113,봉화 오미산,3,4.3,경북 봉화군 봉화읍 석포리 산1-2
113,봉화 오미산,4,4.3,경북 봉화군 봉화읍 석포리 산1-2
113,봉화 오미산,5,4.3,경북 봉화군 봉화읍 석포리 산1-2
113,봉화 오미산,6,4.3,경북 봉화군 봉화읍 석포리 산1-2
113,봉화 오미산,7,4.3,경북 봉화군 봉화읍 석포리 산1-2
113,봉화 오미산,8,4.3,경북 봉화군 봉화읍 석포리 산1-2
113,봉화 오미산,9,4.3,경북 봉화군 봉화읍 석포리 산1-2
113,봉화 오미산,10,4.3,경북 봉화군 봉화읍 석포리 산1-2
113,봉화 오미산,11,4.3,경북 봉화군 봉화읍 석포리 산1-2
113,봉화 오미산,12,4.3,경북 봉화군 봉화읍 석포리 산1-2
113,봉화 오미산,13,4.3,경북 봉화군 봉화읍 석포리 산1-2
113,봉화 오미산,14,4.3,경북 봉화군 봉화읍 석포리 산1-2
114,영덕 호지마을,1,5.56,경상북도 영덕군 영해면 괴시리 산66-1번지
114,영덕 호지마을,2,5.56,경상북도 영덕군 영해면 괴시리 산67-1번지
114,영덕 호지마을,3,5.56,경상북도 영덕군 영해면 괴시리 산66-5번지
115,양산대리염수봉,1,5.2,경남 양산시 원동면 대리 산 90-2
115,양산대리염수봉,2,5.2,경남 양산시 원동면 대리 산 90-2
115,양산대리염수봉,3,5.2,경남 양산시 원동면 대리 산 90-2
116,정선 가산,1,4.8,강원도 정선군 정선읍 북실리 산50번지 일원
116,정선 가산,2,4.8,강원도 정선군 정선읍 북실리 산50번지 일원
116,정선 가산,3,4.8,강원도 정선군 정선읍 북실리 산50번지 일원
116,정선 가산,4,4.8,강원도 정선군 정선읍 북실리 산50번지 일원
117,청송 면봉산,1,4.2,경상북도 청송군 현서면 월매리 산 49-1
117,청송 면봉산,2,4.2,경상북도 청송군 현서면 월매리 산 49-1
117,청송 면봉산,3,4.2,경상북도 청송군 현서면 월매리 산 49-1
117,청송 면봉산,4,4.2,경상북도 청송군 현서면 월매리 산 49-1
117,청송 면봉산,5,4.2,경상북도 청송군 현서면 월매리 산 49-1
117,청송 면봉산,6,4.2,경상북도 청송군 현서면 월매리 산 49-1
117,청송 면봉산,7,4.2,경상북도 청송군 현서면 월매리 산 49-1
118,군위 풍백,1,5,경상북도 의성군 춘산면 신흥 1길 77-28
118,군위 풍백,2,5,경상북도 의성군 춘산면 신흥 1길 77-28
118,군위 풍백,3,5,경상북도 의성군 춘산면 신흥 1길 77-28
118,군위 풍백,4,5,경상북도 의성군 춘산면 신흥 1길 77-28
118,군위 풍백,5,5,경상북도 의성군 춘산면 신흥 1길 77-28
118,군위 풍백,6,5,경상북도 의성군 춘산면 신흥 1길 77-28
118,군위 풍백,7,5,경상북도 의성군 춘산면 신흥 1길 77-28
118,군위 풍백,8,5,경상북도 의성군 춘산면 신흥 1길 77-28
118,군위 풍백,9,5,경상북도 의성군 춘산면 신흥 1길 77-28
118,군위 풍백,10,5,경상북도 의성군 춘산면 신흥 1길 77-28
118,군위 풍백,11,5,경상북도 의성군 춘산면 신흥 1길 77-28
118,군위 풍백,12,5,경상북도 의성군 춘산면 신흥 1길 77-28
118,군위 풍백,13,5,경상북도 의성군 춘산면 신흥 1길 77-28
118,군위 풍백,14,5,경상북도 의성군 춘산면 신흥 1길 77-28
118,군위 풍백,15,5,경상북도 의성군 춘산면 신흥 1길 77-28
119,평창횡계풍력,1,5.2,강원특별자치도 평창군 대관령면 횡계리 산178 일원
119,평창횡계풍력,5,5.2,강원특별자치도 평창군 대관령면 횡계리 산178 일원
119,평창횡계풍력,2,5.2,강원특별자치도 평창군 대관령면 횡계리 산178 일원
119,평창횡계풍력,3,5.2,강원특별자치도 평창군 대관령면 횡계리 산178 일원
119,평창횡계풍력,4,5.2,강원특별자치도 평창군 대관령면 횡계리 산178 일원
120,태백 하사미,1,4.4,강원특별자치도 태백시 하사미동 산219-2번지
120,태백 하사미,2,4.4,강원특별자치도 태백시 하사미동 산219-2번지
120,태백 하사미,3,4.4,강원특별자치도 태백시 하사미동 산219-2번지
120,태백 하사미,4,4.4,강원특별자치도 태백시 하사미동 산219-2번지
121,김녕(실증단지),1,5.5,제주특별자치도 제주시 구좌읍 월정리 1847-3
121,김녕(실증단지),2,5,제주특별자치도 제주시 구좌읍 월정리 1847-3
